product_id,code,standard_label,category_lv1,category_lv2,station_scope,keywords_examples
M4_COMM,M4_COMM-EQ-021,Harness contact unstable (test harness / adapter),EQUIPMENT,HARNESS_CONTACT,EMC;PROG;THERMAL;AOI,"harness, adapter, 接触不良, 线束, reseat"
M4_COMM,M4_COMM-EQ-022,Harness contact unstable (test harness / adapter),EQUIPMENT,HARNESS_CONTACT,AOI;PROG;HIL;EMC,"harness, adapter, 接触不良, 线束, reseat"
M4_COMM,M4_COMM-EQ-023,Harness contact unstable (test harness / adapter),EQUIPMENT,HARNESS_CONTACT,AOI;EOL,"harness, adapter, 接触不良, 线束, reseat"
M4_COMM,M4_COMM-EQ-024,Harness contact unstable (test harness / adapter),EQUIPMENT,HARNESS_CONTACT,HIPOT;EMC;THERMAL;AOI,"harness, adapter, 接触不良, 线束, reseat"
M4_COMM,M4_COMM-EQ-025,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,HIPOT;HIL;EMC;AOI,"sensor drift, 传感器漂移, offset, calibration"
M4_COMM,M4_COMM-EQ-026,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,PROG;EMC,"sensor drift, 传感器漂移, offset, calibration"
M4_COMM,M4_COMM-EQ-027,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,PROG;HIL;EOL;HIPOT,"sensor drift, 传感器漂移, offset, calibration"
M4_COMM,M4_COMM-EQ-028,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,HIPOT;PROG;AOI;THERMAL,"sensor drift, 传感器漂移, offset, calibration"
M4_COMM,M4_COMM-EQ-029,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,PROG;HIL;THERMAL,"sensor drift, 传感器漂移, offset, calibration"
M4_COMM,M4_COMM-EQ-030,Sensor drift / calibration offset,EQUIPMENT,SENSOR_DRIFT,AOI;EOL;HIL;PROG,"sensor drift, 传感器漂移, offset, calibration"
M4_COMM,M4_COMM-FW-031,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,PROG;HIL;HIPOT;AOI,"flash fail, 刷写失败, write fail, program fail"
M4_COMM,M4_COMM-FW-032,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,AOI;HIL;THERMAL,"flash fail, 刷写失败, write fail, program fail"
M4_COMM,M4_COMM-FW-033,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,AOI;PROG;EMC,"flash fail, 刷写失败, write fail, program fail"
M4_COMM,M4_COMM-FW-034,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,THERMAL;EMC,"flash fail, 刷写失败, write fail, program fail"
M4_COMM,M4_COMM-FW-035,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,PROG;AOI;EOL,"flash fail, 刷写失败, write fail, program fail"
M4_COMM,M4_COMM-FW-036,Programming failed (ECU flash),FIRMWARE,FLASH_FAIL,HIL;EMC;PROG;THERMAL,"flash fail, 刷写失败, write fail, program fail"
M4_COMM,M4_COMM-FW-037,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,EOL;HIL,"param mismatch, 参数不符, variant coding, wrong config"
M4_COMM,M4_COMM-FW-038,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,EOL;HIL;PROG;EMC,"param mismatch, 参数不符, variant coding, wrong config"
M4_COMM,M4_COMM-FW-039,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,AOI;THERMAL,"param mismatch, 参数不符, variant coding, wrong config"
M4_COMM,M4_COMM-FW-040,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,HIPOT;EOL;THERMAL;HIL,"param mismatch, 参数不符, variant coding, wrong config"
M4_COMM,M4_COMM-FW-041,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,AOI;EMC;PROG;HIPOT,"param mismatch, 参数不符, variant coding, wrong config"
M4_COMM,M4_COMM-FW-042,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,HIPOT;AOI,"param mismatch, 参数不符, variant coding, wrong config"
M4_COMM,M4_COMM-FW-043,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,AOI;THERMAL;EOL,"boot hang, ECU stuck, 启动卡住, no response"
M4_COMM,M4_COMM-FW-044,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,THERMAL;HIL;EMC,"boot hang, ECU stuck, 启动卡住, no response"
M4_COMM,M4_COMM-FW-045,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,HIL;PROG;THERMAL;EMC,"boot hang, ECU stuck, 启动卡住, no response"
M4_COMM,M4_COMM-FW-046,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,PROG;EMC,"boot hang, ECU stuck, 启动卡住, no response"
M4_COMM,M4_COMM-FW-047,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,PROG;EOL,"boot hang, ECU stuck, 启动卡住, no response"
M4_COMM,M4_COMM-FW-048,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,EMC;THERMAL;EOL;AOI,"boot hang, ECU stuck, 启动卡住, no response"
M4_COMM,M4_COMM-AS-049,Missing component: C44,ASSEMBLY,MISSING,HIPOT;PROG;HIL,"missing, 缺件, C44"
M4_COMM,M4_COMM-AS-050,Missing component: U12,ASSEMBLY,MISSING,HIL;AOI;HIPOT;EMC,"missing, 缺件, U12"
M4_COMM,M4_COMM-AS-051,Missing component: D5,ASSEMBLY,MISSING,EMC;THERMAL;PROG;EOL,"missing, 缺件, D5"
M4_COMM,M4_COMM-AS-052,Missing component: T6,ASSEMBLY,MISSING,EMC;PROG;HIL,"missing, 缺件, T6"
M4_COMM,M4_COMM-AS-053,Missing component: R66,ASSEMBLY,MISSING,EMC;HIPOT;PROG,"missing, 缺件, R66"
M4_COMM,M4_COMM-AS-054,Missing component: L7,ASSEMBLY,MISSING,HIL;EOL;THERMAL,"missing, 缺件, L7"
M4_COMM,M4_COMM-AS-055,Wrong part installed: T6,ASSEMBLY,WRONG_PART,PROG;EOL;HIPOT;AOI,"wrong part, 错件, T6, BOM mismatch"
M4_COMM,M4_COMM-AS-056,Wrong part installed: R66,ASSEMBLY,WRONG_PART,THERMAL;PROG;HIPOT,"wrong part, 错件, R66, BOM mismatch"
M4_COMM,M4_COMM-AS-057,Wrong part installed: L7,ASSEMBLY,WRONG_PART,THERMAL;HIPOT;EOL,"wrong part, 错件, L7, BOM mismatch"
M4_COMM,M4_COMM-AS-058,Wrong part installed: J4,ASSEMBLY,WRONG_PART,AOI;EOL;EMC,"wrong part, 错件, J4, BOM mismatch"
M4_COMM,M4_COMM-AS-059,Wrong part installed: C44,ASSEMBLY,WRONG_PART,HIL;AOI;PROG;THERMAL,"wrong part, 错件, C44, BOM mismatch"
M4_COMM,M4_COMM-AS-060,Wrong part installed: U12,ASSEMBLY,WRONG_PART,PROG;AOI;EOL;HIPOT,"wrong part, 错件, U12, BOM mismatch"
M4_COMM,M4_COMM-EV-061,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,EOL;AOI;PROG;HIL,"thermal, 温度循环, stress, 老化"
M4_COMM,M4_COMM-EV-062,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,EMC;THERMAL;PROG,"thermal, 温度循环, stress, 老化"
M4_COMM,M4_COMM-EV-063,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,AOI;HIL;EMC;PROG,"thermal, 温度循环, stress, 老化"
M4_COMM,M4_COMM-EV-064,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,THERMAL;HIPOT;PROG,"thermal, 温度循环, stress, 老化"
M4_COMM,M4_COMM-EV-065,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,AOI;EMC;HIPOT;EOL,"thermal, 温度循环, stress, 老化"
M4_COMM,M4_COMM-EV-066,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,THERMAL;HIL;EOL;AOI,"thermal, 温度循环, stress, 老化"
M4_COMM,M4_COMM-EV-067,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,AOI;THERMAL;HIPOT,"vibration, 振动, intermittent, 松动"
M4_COMM,M4_COMM-EV-068,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,EOL;THERMAL;HIL,"vibration, 振动, intermittent, 松动"
M4_COMM,M4_COMM-EV-069,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,AOI;HIL,"vibration, 振动, intermittent, 松动"
M4_COMM,M4_COMM-EV-070,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,HIL;HIPOT,"vibration, 振动, intermittent, 松动"
M4_COMM,M4_COMM-EV-071,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,PROG;EOL;THERMAL,"vibration, 振动, intermittent, 松动"
M4_COMM,M4_COMM-EV-072,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,PROG;EMC;EOL;THERMAL,"vibration, 振动, intermittent, 松动"
M4_COMM,M4_COMM-HD-073,ESD suspected damage,HANDLING,ESD,AOI;EMC,"ESD, 静电, handling"
M4_COMM,M4_COMM-HD-074,ESD suspected damage,HANDLING,ESD,EMC;THERMAL;EOL,"ESD, 静电, handling"
M4_COMM,M4_COMM-HD-075,ESD suspected damage,HANDLING,ESD,EMC;EOL;THERMAL,"ESD, 静电, handling"
M4_COMM,M4_COMM-HD-076,ESD suspected damage,HANDLING,ESD,THERMAL;HIL;PROG,"ESD, 静电, handling"
M4_COMM,M4_COMM-HD-077,ESD suspected damage,HANDLING,ESD,THERMAL;AOI;PROG,"ESD, 静电, handling"
M4_COMM,M4_COMM-HD-078,ESD suspected damage,HANDLING,ESD,THERMAL;EMC;EOL,"ESD, 静电, handling"
