product_id,code,standard_label,category_lv1,category_lv2,station_scope,keywords_examples
M1_MOTOR,M1_MOTOR-FW-042,Parameter set mismatch (variant coding),FIRMWARE,PARAM_MISMATCH,THERMAL;HIPOT,"param mismatch, 参数不符, variant coding, wrong config"
M1_MOTOR,M1_MOTOR-FW-043,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,VIBR;EOL;HIPOT,"boot hang, ECU stuck, 启动卡住, no response"
M1_MOTOR,M1_MOTOR-FW-044,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,HIPOT;THERMAL,"boot hang, ECU stuck, 启动卡住, no response"
M1_MOTOR,M1_MOTOR-FW-045,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,HIPOT;THERMAL;VIBR,"boot hang, ECU stuck, 启动卡住, no response"
M1_MOTOR,M1_MOTOR-FW-046,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,EOL;HIPOT;HIL;THERMAL,"boot hang, ECU stuck, 启动卡住, no response"
M1_MOTOR,M1_MOTOR-FW-047,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,HIPOT;VIBR;AOI;HIL,"boot hang, ECU stuck, 启动卡住, no response"
M1_MOTOR,M1_MOTOR-FW-048,ECU boot hang at power-on,FIRMWARE,BOOT_HANG,AOI;HIPOT;HIL,"boot hang, ECU stuck, 启动卡住, no response"
M1_MOTOR,M1_MOTOR-AS-049,Missing component: C22,ASSEMBLY,MISSING,EOL;AOI;HIPOT,"missing, 缺件, C22"
M1_MOTOR,M1_MOTOR-AS-050,Missing component: U15,ASSEMBLY,MISSING,AOI;HIPOT;PROG;THERMAL,"missing, 缺件, U15"
M1_MOTOR,M1_MOTOR-AS-051,Missing component: D7,ASSEMBLY,MISSING,HIPOT;EOL;THERMAL;PROG,"missing, 缺件, D7"
M1_MOTOR,M1_MOTOR-AS-052,Missing component: T4,ASSEMBLY,MISSING,EOL;HIL;VIBR;PROG,"missing, 缺件, T4"
M1_MOTOR,M1_MOTOR-AS-053,Missing component: R88,ASSEMBLY,MISSING,VIBR;THERMAL,"missing, 缺件, R88"
M1_MOTOR,M1_MOTOR-AS-054,Missing component: L9,ASSEMBLY,MISSING,EOL;THERMAL;HIL;PROG,"missing, 缺件, L9"
M1_MOTOR,M1_MOTOR-AS-055,Wrong part installed: T4,ASSEMBLY,WRONG_PART,THERMAL;HIL;PROG;VIBR,"wrong part, 错件, T4, BOM mismatch"
M1_MOTOR,M1_MOTOR-AS-056,Wrong part installed: R88,ASSEMBLY,WRONG_PART,EOL;HIPOT,"wrong part, 错件, R88, BOM mismatch"
M1_MOTOR,M1_MOTOR-AS-057,Wrong part installed: L9,ASSEMBLY,WRONG_PART,HIL;AOI,"wrong part, 错件, L9, BOM mismatch"
M1_MOTOR,M1_MOTOR-AS-058,Wrong part installed: Q3,ASSEMBLY,WRONG_PART,VIBR;EOL;HIPOT;THERMAL,"wrong part, 错件, Q3, BOM mismatch"
M1_MOTOR,M1_MOTOR-AS-059,Wrong part installed: C22,ASSEMBLY,WRONG_PART,AOI;THERMAL,"wrong part, 错件, C22, BOM mismatch"
M1_MOTOR,M1_MOTOR-AS-060,Wrong part installed: U15,ASSEMBLY,WRONG_PART,AOI;EOL;HIPOT;VIBR,"wrong part, 错件, U15, BOM mismatch"
M1_MOTOR,M1_MOTOR-EV-061,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,AOI;VIBR;EOL,"thermal, 温度循环, stress, 老化"
M1_MOTOR,M1_MOTOR-EV-062,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,THERMAL;PROG;EOL,"thermal, 温度循环, stress, 老化"
M1_MOTOR,M1_MOTOR-EV-063,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,EOL;THERMAL;VIBR;PROG,"thermal, 温度循环, stress, 老化"
M1_MOTOR,M1_MOTOR-EV-064,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,HIPOT;PROG,"thermal, 温度循环, stress, 老化"
M1_MOTOR,M1_MOTOR-EV-065,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,EOL;AOI;THERMAL,"thermal, 温度循环, stress, 老化"
M1_MOTOR,M1_MOTOR-EV-066,Thermal cycle stress failure,ENVIRONMENT,THERMAL_FAIL,PROG;HIL;HIPOT;VIBR,"thermal, 温度循环, stress, 老化"
M1_MOTOR,M1_MOTOR-EV-067,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,HIPOT;THERMAL;AOI,"vibration, 振动, intermittent, 松动"
M1_MOTOR,M1_MOTOR-EV-068,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,THERMAL;HIPOT;AOI;VIBR,"vibration, 振动, intermittent, 松动"
M1_MOTOR,M1_MOTOR-EV-069,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,THERMAL;HIL;AOI,"vibration, 振动, intermittent, 松动"
M1_MOTOR,M1_MOTOR-EV-070,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,EOL;HIPOT,"vibration, 振动, intermittent, 松动"
M1_MOTOR,M1_MOTOR-EV-071,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,PROG;EOL;HIPOT;THERMAL,"vibration, 振动, intermittent, 松动"
M1_MOTOR,M1_MOTOR-EV-072,Vibration test intermittent,ENVIRONMENT,VIBRATION_FAIL,PROG;EOL;AOI,"vibration, 振动, intermittent, 松动"
M1_MOTOR,M1_MOTOR-HD-073,ESD suspected damage,HANDLING,ESD,HIPOT;VIBR;AOI,"ESD, 静电, handling"
M1_MOTOR,M1_MOTOR-HD-074,ESD suspected damage,HANDLING,ESD,THERMAL;VIBR,"ESD, 静电, handling"
M1_MOTOR,M1_MOTOR-HD-075,ESD suspected damage,HANDLING,ESD,AOI;EOL,"ESD, 静电, handling"
M1_MOTOR,M1_MOTOR-HD-076,ESD suspected damage,HANDLING,ESD,PROG;HIPOT,"ESD, 静电, handling"
M1_MOTOR,M1_MOTOR-HD-077,ESD suspected damage,HANDLING,ESD,EOL;PROG;AOI,"ESD, 静电, handling"
M1_MOTOR,M1_MOTOR-HD-078,ESD suspected damage,HANDLING,ESD,PROG;AOI,"ESD, 静电, handling"
